S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
3515,10-04-2020,Haryana,169,137,29,3
3516,11-04-2020,Haryana,177,145,29,3
3517,12-04-2020,Haryana,177,145,29,3
3518,13-04-2020,Haryana,185,153,29,3
3519,14-04-2020,Haryana,185,153,29,3
3520,15-04-2020,Haryana,199,162,34,3
3521,16-04-2020,Haryana,205,159,43,3
3522,17-04-2020,Haryana,205,159,43,3
3523,18-04-2020,Haryana,225,179,43,3
3524,19-04-2020,Haryana,225,179,43,3
3525,20-04-2020,Haryana,233,143,87,3
3526,21-04-2020,Haryana,254,124,127,3
3527,22-04-2020,Haryana,254,124,127,3
3528,23-04-2020,Haryana,262,119,140,3
3529,24-04-2020,Haryana,272,113,156,3
3530,25-04-2020,Haryana,272,113,156,3
3531,26-04-2020,Haryana,289,110,176,3
3532,27-04-2020,Haryana,289,110,176,3
3533,28-04-2020,Haryana,296,110,183,3
3534,29-04-2020,Haryana,310,98,209,3
3535,30-04-2020,Haryana,310,98,209,3
3536,01-05-2020,Haryana,313,101,209,3
3537,02-05-2020,Haryana,360,129,227,4
3538,03-05-2020,Haryana,360,129,227,4
3539,04-05-2020,Haryana,442,192,245,5
3540,05-05-2020,Haryana,517,257,254,6
3541,06-05-2020,Haryana,548,286,256,6
3542,07-05-2020,Haryana,594,327,260,7
3543,08-05-2020,Haryana,625,358,260,7
3544,09-05-2020,Haryana,647,360,279,8
3545,10-05-2020,Haryana,675,376,290,9
3546,11-05-2020,Haryana,703,393,300,10
3547,12-05-2020,Haryana,730,382,337,11
3548,13-05-2020,Haryana,780,427,342,11
3549,14-05-2020,Haryana,793,364,418,11
3550,15-05-2020,Haryana,818,368,439,11
3551,16-05-2020,Haryana,818,368,439,11
3552,17-05-2020,Haryana,887,360,514,13
3553,18-05-2020,Haryana,910,334,562,14
3554,19-05-2020,Haryana,928,316,598,14
3555,20-05-2020,Haryana,964,323,627,14
3556,21-05-2020,Haryana,993,331,648,14
3557,22-05-2020,Haryana,1031,335,681,15
3558,23-05-2020,Haryana,1067,345,706,16
3559,24-05-2020,Haryana,1131,365,750,16
3560,25-05-2020,Haryana,1184,403,765,16
3561,26-05-2020,Haryana,1184,403,765,16
3562,27-05-2020,Haryana,1305,464,824,17
3563,28-05-2020,Haryana,1381,525,838,18
3564,29-05-2020,Haryana,1504,604,881,19
3565,30-05-2020,Haryana,1721,762,940,19
3566,31-05-2020,Haryana,1923,932,971,20
3567,01-06-2020,Haryana,2091,1023,1048,20
3568,02-06-2020,Haryana,2356,1280,1055,21
3569,03-06-2020,Haryana,2652,1560,1069,23
3570,04-06-2020,Haryana,2954,1842,1089,23
3571,05-06-2020,Haryana,3281,1123,2134,24
3572,06-06-2020,Haryana,3597,1439,2134,24
3573,07-06-2020,Haryana,3952,1794,2134,24
3574,08-06-2020,Haryana,4448,2286,2134,28
3575,09-06-2020,Haryana,4854,2681,2134,39
3576,10-06-2020,Haryana,5209,3030,2134,45
3577,11-06-2020,Haryana,5579,3339,2188,52
3578,12-06-2020,Haryana,5968,3644,2260,64
3579,13-06-2020,Haryana,6334,3789,2475,70
3580,14-06-2020,Haryana,6749,3868,2803,78
3581,15-06-2020,Haryana,7208,4117,3003,88
3582,16-06-2020,Haryana,7722,4057,3565,100
3583,17-06-2020,Haryana,8272,4406,3748,118
3584,18-06-2020,Haryana,8832,4750,3952,130
3585,19-06-2020,Haryana,9218,4528,4556,134
3586,20-06-2020,Haryana,9743,4710,4889,144
3587,21-06-2020,Haryana,10223,4946,5128,149
3588,22-06-2020,Haryana,10635,4918,5557,160
3589,23-06-2020,Haryana,11025,4940,5916,169
3590,24-06-2020,Haryana,11520,4844,6498,178
3591,25-06-2020,Haryana,12010,4897,6925,188
3592,26-06-2020,Haryana,12463,4885,7380,198
3593,27-06-2020,Haryana,12884,4657,8016,211
3594,28-06-2020,Haryana,13427,4737,8472,218
3595,29-06-2020,Haryana,13829,4689,8917,223
3596,30-06-2020,Haryana,14210,4476,9502,232
3597,01-07-2020,Haryana,14548,4340,9972,236
3598,02-07-2020,Haryana,14941,4202,10499,240
3599,03-07-2020,Haryana,15509,4239,11019,251
3600,04-07-2020,Haryana,16003,4057,11691,255
3601,05-07-2020,Haryana,16548,4031,12257,260
3602,06-07-2020,Haryana,17005,3796,12944,265
3603,07-07-2020,Haryana,17504,3893,13335,276
3604,08-07-2020,Haryana,17999,4075,13645,279
3605,09-07-2020,Haryana,18690,4302,14106,282
3606,10-07-2020,Haryana,19369,4572,14510,287
3607,11-07-2020,Haryana,19934,4740,14904,290
3608,12-07-2020,Haryana,20582,4891,15394,297
3609,13-07-2020,Haryana,21240,4956,15983,301
3610,14-07-2020,Haryana,21894,4984,16602,308
3611,15-07-2020,Haryana,22628,5226,17090,312
3612,16-07-2020,Haryana,23306,5320,17667,319
3613,17-07-2020,Haryana,24002,5495,18185,322
3614,18-07-2020,Haryana,24797,5752,18718,327
3615,19-07-2020,Haryana,25547,5885,19318,344
3616,20-07-2020,Haryana,26164,6022,19793,349
3617,21-07-2020,Haryana,26858,6277,20226,355
3618,22-07-2020,Haryana,27462,6146,20952,364
3619,23-07-2020,Haryana,28186,6117,21697,372
3620,24-07-2020,Haryana,28975,6348,22249,378
3621,25-07-2020,Haryana,29755,6420,22953,382
3622,26-07-2020,Haryana,30538,6495,23654,389
3623,27-07-2020,Haryana,31332,6556,24384,392
3624,28-07-2020,Haryana,32127,6684,25046,397
3625,29-07-2020,Haryana,32876,6712,25758,406
3626,30-07-2020,Haryana,33631,6798,26420,413
3627,31-07-2020,Haryana,34254,6497,27340,417
3628,01-08-2020,Haryana,34965,6317,28227,421
3629,02-08-2020,Haryana,35758,6250,29080,428
3630,03-08-2020,Haryana,36519,6396,29690,433
3631,04-08-2020,Haryana,37173,6263,30470,440
3632,05-08-2020,Haryana,37796,6122,31226,448
3633,06-08-2020,Haryana,38548,6133,31960,455
3634,07-08-2020,Haryana,39303,6205,32640,458
3635,08-08-2020,Haryana,40054,6143,33444,467
3636,09-08-2020,Haryana,40843,6338,34031,474
3637,10-08-2020,Haryana,41635,6371,34781,483
3638,11-08-2020,Haryana,42429,6448,35492,489
3639,12-08-2020,Haryana,43227,6645,36082,500
3640,13-08-2020,Haryana,44024,6827,36694,503
3641,14-08-2020,Haryana,44817,6820,37486,511
3642,15-08-2020,Haryana,45614,6748,38348,518
3643,16-08-2020,Haryana,46410,6943,38939,528
3644,17-08-2020,Haryana,47153,7014,39601,538
3645,18-08-2020,Haryana,48040,6880,40610,550
3646,19-08-2020,Haryana,48936,7081,41298,557
3647,20-08-2020,Haryana,49930,7307,42056,567
3648,21-08-2020,Haryana,50926,7555,42793,578
3649,22-08-2020,Haryana,52129,8131,43413,585
3650,23-08-2020,Haryana,53290,8680,44013,597
3651,24-08-2020,Haryana,54386,8961,44822,603
3652,25-08-2020,Haryana,55460,9442,45405,613
3653,26-08-2020,Haryana,56608,9489,46496,623
3654,27-08-2020,Haryana,58005,9758,47613,634
3655,28-08-2020,Haryana,59298,9962,48690,646
3656,29-08-2020,Haryana,60596,10225,49710,661
3657,30-08-2020,Haryana,61987,10606,50711,670
3658,31-08-2020,Haryana,63282,10980,51620,682
3659,01-09-2020,Haryana,64732,11371,52672,689
3660,02-09-2020,Haryana,66426,11885,53835,706
3661,03-09-2020,Haryana,68218,12622,54875,721
3662,04-09-2020,Haryana,70099,13470,55889,740
3663,05-09-2020,Haryana,71983,14053,57171,759
3664,06-09-2020,Haryana,74272,14911,58580,781
3665,07-09-2020,Haryana,76549,15692,60051,806
3666,08-09-2020,Haryana,78773,16333,61611,829
3667,09-09-2020,Haryana,81059,16890,63315,854
3668,10-09-2020,Haryana,83353,17328,65143,882
3669,11-09-2020,Haryana,85944,18332,66705,907
3670,12-09-2020,Haryana,88332,18875,68525,932
3671,13-09-2020,Haryana,91115,19446,70713,956
3672,14-09-2020,Haryana,93641,20079,72587,975
3673,15-09-2020,Haryana,96129,20417,74712,1000
3674,16-09-2020,Haryana,98622,20430,77166,1026
3675,17-09-2020,Haryana,101316,21334,78937,1045
3676,18-09-2020,Haryana,103773,21014,81690,1069
3677,19-09-2020,Haryana,106261,21291,83878,1092
3678,20-09-2020,Haryana,108952,21682,86150,1120
3679,21-09-2020,Haryana,111257,21411,88697,1149
3680,22-09-2020,Haryana,113075,21014,90884,1177
3681,23-09-2020,Haryana,114870,19888,93776,1206
3682,24-09-2020,Haryana,116856,19276,96347,1233
3683,25-09-2020,Haryana,118554,18889,98410,1255
3684,26-09-2020,Haryana,120578,18032,101273,1273
3685,27-09-2020,Haryana,122267,17149,103827,1291
3686,28-09-2020,Haryana,123782,16485,105990,1307
3687,29-09-2020,Haryana,125412,15670,108411,1331
3688,30-09-2020,Haryana,126974,14804,110814,1356
3689,01-10-2020,Haryana,128599,14340,112877,1382
3690,02-10-2020,Haryana,129912,13472,115038,1402
3691,03-10-2020,Haryana,131388,13247,116716,1425
3692,04-10-2020,Haryana,132576,12868,118258,1450
3693,05-10-2020,Haryana,133878,12067,120341,1470
3694,06-10-2020,Haryana,134909,11822,121596,1491
3695,07-10-2020,Haryana,136115,11320,123286,1509
3696,08-10-2020,Haryana,137398,11029,124841,1528
3697,09-10-2020,Haryana,138682,10867,126267,1548
3698,10-10-2020,Haryana,139932,10830,127540,1562
3699,11-10-2020,Haryana,141090,10677,128841,1572
3700,12-10-2020,Haryana,142155,10573,130003,1579
3701,13-10-2020,Haryana,143221,10401,131228,1592
3702,14-10-2020,Haryana,144302,10319,132382,1601
3703,15-10-2020,Haryana,145507,10187,133706,1614
3704,16-10-2020,Haryana,146706,10364,134719,1623
3705,17-10-2020,Haryana,147933,10441,135858,1634
3706,18-10-2020,Haryana,149081,10265,137176,1640
3707,19-10-2020,Haryana,150033,10042,138351,1640
3708,20-10-2020,Haryana,151234,10075,139511,1648
3709,21-10-2020,Haryana,152174,10078,140436,1660
3710,22-10-2020,Haryana,153367,10187,141506,1674
3711,23-10-2020,Haryana,154495,10009,142798,1688
3712,24-10-2020,Haryana,155765,10082,143978,1705
3713,25-10-2020,Haryana,157064,10148,145196,1720
3714,26-10-2020,Haryana,158304,10295,146282,1727
3715,27-10-2020,Haryana,159457,10154,147566,1737
3716,28-10-2020,Haryana,160705,10452,148503,1750
3717,29-10-2020,Haryana,162223,11014,149451,1758
3718,30-10-2020,Haryana,163817,11391,150660,1766
3719,31-10-2020,Haryana,165467,11851,151839,1777
3720,01-11-2020,Haryana,167210,12191,153230,1789
3721,02-11-2020,Haryana,168880,12634,154451,1795
3722,03-11-2020,Haryana,170446,12919,155717,1810
3723,04-11-2020,Haryana,172130,13338,156975,1817
3724,05-11-2020,Haryana,174082,14110,158136,1836
3725,06-11-2020,Haryana,176146,14644,159643,1859
3726,07-11-2020,Haryana,178413,15357,161176,1880
3727,08-11-2020,Haryana,180424,15713,162814,1897
3728,09-11-2020,Haryana,182804,16448,164444,1912
3729,10-11-2020,Haryana,185231,16717,166595,1919
3730,11-11-2020,Haryana,187777,17421,168421,1935
3731,12-11-2020,Haryana,190323,18113,170250,1960
3732,13-11-2020,Haryana,193111,18867,172265,1979
3733,14-11-2020,Haryana,195799,19413,174380,2006
3734,15-11-2020,Haryana,197917,19538,176368,2011
3735,16-11-2020,Haryana,199874,19557,178298,2019
3736,17-11-2020,Haryana,202027,19342,180647,2038
3737,18-11-2020,Haryana,204477,19153,183261,2063
3738,19-11-2020,Haryana,207039,19543,185403,2093
3739,20-11-2020,Haryana,209251,19579,187559,2113
3740,21-11-2020,Haryana,212355,20150,190067,2138
3741,22-11-2020,Haryana,215021,20325,192533,2163
3742,23-11-2020,Haryana,217300,20344,194768,2188
3743,24-11-2020,Haryana,219963,20412,197335,2216
3744,25-11-2020,Haryana,222292,20765,199278,2249
3745,26-11-2020,Haryana,224489,20948,201250,2291
3746,27-11-2020,Haryana,226611,20778,203517,2316
3747,28-11-2020,Haryana,228746,20400,206001,2345
3748,29-11-2020,Haryana,230713,19916,208422,2375
3749,30-11-2020,Haryana,232522,18905,211216,2401
3750,01-12-2020,Haryana,234126,18362,213336,2428
3751,02-12-2020,Haryana,235997,17744,215797,2456
3752,03-12-2020,Haryana,237604,16673,218443,2488
3753,04-12-2020,Haryana,239239,15516,221203,2520
3754,05-12-2020,Haryana,240841,14329,223973,2539
3755,06-12-2020,Haryana,242398,13310,226524,2564
3756,07-12-2020,Haryana,243896,12897,228411,2588
3757,08-12-2020,Haryana,245288,12126,230551,2611
3758,09-12-2020,Haryana,246679,11947,232108,2624
3759,10-12-2020,Haryana,248079,11733,233696,2650
3760,11-12-2020,Haryana,249329,11456,235197,2676
3761,12-12-2020,Haryana,250394,10686,237009,2699
3762,13-12-2020,Haryana,251402,10318,238374,2710
3763,14-12-2020,Haryana,252392,9875,239800,2717
3764,15-12-2020,Haryana,253385,9108,241544,2733
3765,17-12-2020,Haryana,255014,7573,244676,2765
3766,18-12-2020,Haryana,255728,7013,245933,2782
3767,19-12-2020,Haryana,256477,6577,247097,2803
3768,20-12-2020,Haryana,257067,6079,248172,2816
3769,21-12-2020,Haryana,257644,5888,248935,2821
3770,22-12-2020,Haryana,258197,5525,249840,2832
3771,23-12-2020,Haryana,258731,5387,250502,2842
3772,24-12-2020,Haryana,259226,5230,251149,2847
3773,25-12-2020,Haryana,259745,4983,251908,2854
3774,26-12-2020,Haryana,260153,4750,252545,2858
3775,27-12-2020,Haryana,260545,4535,253145,2865
3776,28-12-2020,Haryana,260907,4268,253765,2874
3777,29-12-2020,Haryana,261258,4040,254336,2882
3778,30-12-2020,Haryana,261672,3900,254880,2892
3779,31-12-2020,Haryana,262054,3799,255356,2899
3780,03-01-2121,Haryana,262850,3124,256811,2915
3781,04-01-2121,Haryana,263068,2890,257261,2917
3782,05-01-2121,Haryana,263312,2737,257652,2923
3783,06-01-2121,Haryana,263571,2692,257952,2927
3784,07-01-2121,Haryana,263887,2672,258281,2934
3785,08-01-2121,Haryana,264161,2563,258658,2940
3786,09-01-2121,Haryana,264442,2501,258998,2943
3787,10-01-2121,Haryana,264721,2563,259209,2949
3788,11-01-2121,Haryana,264955,2510,259495,2950
3789,12-01-2121,Haryana,265199,2547,259696,2956
3790,21-03-2020,Himachal Pradesh,2,2,0,0
3791,22-03-2020,Himachal Pradesh,2,2,0,0
3792,23-03-2020,Himachal Pradesh,2,2,0,0
3793,24-03-2020,Himachal Pradesh,3,2,0,1
3794,25-03-2020,Himachal Pradesh,3,2,0,1
3795,26-03-2020,Himachal Pradesh,3,2,0,1
3796,27-03-2020,Himachal Pradesh,3,2,0,1
3797,28-03-2020,Himachal Pradesh,3,2,0,1
3798,29-03-2020,Himachal Pradesh,3,2,0,1
3799,30-03-2020,Himachal Pradesh,3,2,0,1
3800,31-03-2020,Himachal Pradesh,3,2,0,1
3801,01-04-2020,Himachal Pradesh,3,2,0,1
3802,02-04-2020,Himachal Pradesh,3,1,1,1
3803,03-04-2020,Himachal Pradesh,6,4,1,1
3804,04-04-2020,Himachal Pradesh,6,4,1,1
3805,05-04-2020,Himachal Pradesh,6,4,1,1
3806,06-04-2020,Himachal Pradesh,13,11,1,1
3807,07-04-2020,Himachal Pradesh,13,10,2,1
3808,08-04-2020,Himachal Pradesh,18,15,2,1
3809,09-04-2020,Himachal Pradesh,18,15,2,1
3810,10-04-2020,Himachal Pradesh,18,15,2,1
3811,11-04-2020,Himachal Pradesh,28,21,6,1
3812,12-04-2020,Himachal Pradesh,32,25,6,1
3813,13-04-2020,Himachal Pradesh,32,18,13,1
3814,14-04-2020,Himachal Pradesh,32,18,13,1
3815,15-04-2020,Himachal Pradesh,33,19,13,1
3816,16-04-2020,Himachal Pradesh,35,18,16,1
3817,17-04-2020,Himachal Pradesh,35,18,16,1
3818,18-04-2020,Himachal Pradesh,36,19,16,1
3819,19-04-2020,Himachal Pradesh,39,22,16,1
3820,20-04-2020,Himachal Pradesh,39,22,16,1
3821,21-04-2020,Himachal Pradesh,39,22,16,1
3822,22-04-2020,Himachal Pradesh,39,22,16,1
3823,23-04-2020,Himachal Pradesh,40,21,18,1
3824,24-04-2020,Himachal Pradesh,40,21,18,1
3825,25-04-2020,Himachal Pradesh,40,21,18,1
3826,26-04-2020,Himachal Pradesh,40,17,22,1
3827,27-04-2020,Himachal Pradesh,40,17,22,1
3828,28-04-2020,Himachal Pradesh,40,17,22,1
3829,29-04-2020,Himachal Pradesh,40,14,25,1
3830,30-04-2020,Himachal Pradesh,40,14,25,1
3831,01-05-2020,Himachal Pradesh,40,11,28,1
3832,02-05-2020,Himachal Pradesh,40,9,30,1
3833,03-05-2020,Himachal Pradesh,40,6,33,1
3834,04-05-2020,Himachal Pradesh,40,5,34,1
3835,05-05-2020,Himachal Pradesh,41,6,34,1
3836,06-05-2020,Himachal Pradesh,42,2,38,2
3837,07-05-2020,Himachal Pradesh,45,5,38,2
3838,08-05-2020,Himachal Pradesh,46,6,38,2
3839,09-05-2020,Himachal Pradesh,50,10,38,2
3840,10-05-2020,Himachal Pradesh,50,10,38,2
3841,11-05-2020,Himachal Pradesh,55,14,39,2
3842,12-05-2020,Himachal Pradesh,59,18,39,2
3843,13-05-2020,Himachal Pradesh,65,24,39,2
3844,14-05-2020,Himachal Pradesh,66,25,39,2
3845,15-05-2020,Himachal Pradesh,74,33,39,2
3846,16-05-2020,Himachal Pradesh,76,34,39,3
3847,17-05-2020,Himachal Pradesh,78,32,43,3
3848,18-05-2020,Himachal Pradesh,80,33,44,3
3849,19-05-2020,Himachal Pradesh,90,43,44,3
3850,20-05-2020,Himachal Pradesh,92,42,47,3
3851,21-05-2020,Himachal Pradesh,110,53,54,3
3852,22-05-2020,Himachal Pradesh,152,90,59,3
3853,23-05-2020,Himachal Pradesh,168,106,59,3
3854,24-05-2020,Himachal Pradesh,185,121,61,3
3855,25-05-2020,Himachal Pradesh,203,137,63,3
3856,26-05-2020,Himachal Pradesh,223,151,67,5
3857,27-05-2020,Himachal Pradesh,247,175,67,5
3858,28-05-2020,Himachal Pradesh,273,198,70,5
3859,29-05-2020,Himachal Pradesh,276,201,70,5
3860,30-05-2020,Himachal Pradesh,295,203,87,5
3861,31-05-2020,Himachal Pradesh,313,197,111,5
3862,01-06-2020,Himachal Pradesh,331,206,120,5
3863,02-06-2020,Himachal Pradesh,340,213,122,5
3864,03-06-2020,Himachal Pradesh,345,200,140,5
3865,04-06-2020,Himachal Pradesh,359,204,150,5
3866,05-06-2020,Himachal Pradesh,383,199,179,5
3867,06-06-2020,Himachal Pradesh,393,199,189,5
3868,07-06-2020,Himachal Pradesh,400,201,194,5
3869,08-06-2020,Himachal Pradesh,413,184,224,5
3870,09-06-2020,Himachal Pradesh,421,189,227,5
3871,10-06-2020,Himachal Pradesh,445,191,249,5
3872,11-06-2020,Himachal Pradesh,451,191,254,6
3873,12-06-2020,Himachal Pradesh,470,184,280,6
3874,13-06-2020,Himachal Pradesh,486,183,297,6
3875,14-06-2020,Himachal Pradesh,502,183,313,6
3876,15-06-2020,Himachal Pradesh,518,174,337,7
3877,16-06-2020,Himachal Pradesh,556,195,353,8
3878,17-06-2020,Himachal Pradesh,560,180,372,8
3879,18-06-2020,Himachal Pradesh,569,189,372,8
3880,19-06-2020,Himachal Pradesh,595,205,382,8
3881,20-06-2020,Himachal Pradesh,619,223,388,8
3882,21-06-2020,Himachal Pradesh,656,235,413,8
3883,22-06-2020,Himachal Pradesh,673,240,425,8
3884,23-06-2020,Himachal Pradesh,727,282,437,8
3885,24-06-2020,Himachal Pradesh,775,324,443,8
3886,25-06-2020,Himachal Pradesh,806,332,466,8
3887,26-06-2020,Himachal Pradesh,839,353,477,9
3888,27-06-2020,Himachal Pradesh,864,353,502,9
3889,28-06-2020,Himachal Pradesh,894,376,509,9
3890,29-06-2020,Himachal Pradesh,916,378,529,9
3891,30-06-2020,Himachal Pradesh,942,377,556,9
3892,01-07-2020,Himachal Pradesh,953,363,580,10
3893,02-07-2020,Himachal Pradesh,979,355,614,10
3894,03-07-2020,Himachal Pradesh,1014,376,628,10
3895,04-07-2020,Himachal Pradesh,1033,356,667,10
3896,05-07-2020,Himachal Pradesh,1046,331,704,11
3897,06-07-2020,Himachal Pradesh,1063,315,737,11
3898,07-07-2020,Himachal Pradesh,1077,303,763,11
3899,08-07-2020,Himachal Pradesh,1083,282,790,11
3900,09-07-2020,Himachal Pradesh,1101,257,833,11
3901,10-07-2020,Himachal Pradesh,1140,283,846,11
3902,11-07-2020,Himachal Pradesh,1171,277,883,11
3903,12-07-2020,Himachal Pradesh,1182,263,908,11
3904,13-07-2020,Himachal Pradesh,1213,273,929,11
3905,14-07-2020,Himachal Pradesh,1243,292,940,11
3906,15-07-2020,Himachal Pradesh,1309,347,951,11
3907,16-07-2020,Himachal Pradesh,1341,351,979,11
3908,17-07-2020,Himachal Pradesh,1377,382,984,11
3909,18-07-2020,Himachal Pradesh,1417,382,1024,11
3910,19-07-2020,Himachal Pradesh,1457,410,1036,11
3911,20-07-2020,Himachal Pradesh,1483,413,1059,11
3912,21-07-2020,Himachal Pradesh,1631,553,1067,11
3913,22-07-2020,Himachal Pradesh,1664,576,1077,11
3914,23-07-2020,Himachal Pradesh,1725,609,1105,11
3915,24-07-2020,Himachal Pradesh,1834,687,1136,11
3916,25-07-2020,Himachal Pradesh,1954,798,1145,11
3917,26-07-2020,Himachal Pradesh,2049,865,1173,11
3918,27-07-2020,Himachal Pradesh,2176,966,1198,12
3919,28-07-2020,Himachal Pradesh,2270,1040,1216,14
3920,29-07-2020,Himachal Pradesh,2330,1082,1234,14
3921,30-07-2020,Himachal Pradesh,2403,1057,1332,14
3922,31-07-2020,Himachal Pradesh,2506,1105,1387,14
3923,01-08-2020,Himachal Pradesh,2564,1091,1459,14
3924,02-08-2020,Himachal Pradesh,2634,1118,1502,14
3925,03-08-2020,Himachal Pradesh,2703,1130,1559,14
3926,04-08-2020,Himachal Pradesh,2818,1146,1658,14
3927,05-08-2020,Himachal Pradesh,2879,1155,1710,14
3928,06-08-2020,Himachal Pradesh,2916,1140,1762,14
3929,07-08-2020,Himachal Pradesh,3047,1168,1865,14
3930,08-08-2020,Himachal Pradesh,3150,1182,1954,14
3931,09-08-2020,Himachal Pradesh,3264,1169,2081,14
3932,10-08-2020,Himachal Pradesh,3371,1175,2181,15
3933,11-08-2020,Himachal Pradesh,3463,1241,2205,17
3934,12-08-2020,Himachal Pradesh,3497,1206,2273,18
3935,13-08-2020,Himachal Pradesh,3636,1256,2362,18
3936,14-08-2020,Himachal Pradesh,3816,1362,2435,19
3937,15-08-2020,Himachal Pradesh,3874,1304,2551,19
3938,16-08-2020,Himachal Pradesh,3993,1342,2632,19
3939,17-08-2020,Himachal Pradesh,4156,1417,2720,19
3940,18-08-2020,Himachal Pradesh,4174,1321,2834,19
3941,19-08-2020,Himachal Pradesh,4235,1293,2923,19
3942,20-08-2020,Himachal Pradesh,4411,1400,2992,19
3943,21-08-2020,Himachal Pradesh,4538,1430,3085,23
3944,22-08-2020,Himachal Pradesh,4728,1469,3234,25
3945,23-08-2020,Himachal Pradesh,4895,1525,3341,29
3946,24-08-2020,Himachal Pradesh,5001,1511,3461,29
3947,25-08-2020,Himachal Pradesh,5101,1488,3584,29
3948,26-08-2020,Himachal Pradesh,5154,1376,3748,30
3949,27-08-2020,Himachal Pradesh,5321,1479,3810,32
3950,28-08-2020,Himachal Pradesh,5501,1460,4008,33
3951,29-08-2020,Himachal Pradesh,5637,1455,4149,33
3952,30-08-2020,Himachal Pradesh,5781,1439,4308,34
3953,31-08-2020,Himachal Pradesh,5945,1460,4450,35
3954,01-09-2020,Himachal Pradesh,6116,1563,4515,38
3955,02-09-2020,Himachal Pradesh,6255,1527,4688,40
3956,03-09-2020,Himachal Pradesh,6416,1613,4760,43
3957,04-09-2020,Himachal Pradesh,6615,1708,4859,48
3958,05-09-2020,Himachal Pradesh,6830,1815,4965,50
3959,06-09-2020,Himachal Pradesh,7018,1978,4986,54
3960,07-09-2020,Himachal Pradesh,7415,2176,5184,55
3961,08-09-2020,Himachal Pradesh,7660,2234,5370,56
3962,09-09-2020,Himachal Pradesh,7831,2326,5445,60
3963,10-09-2020,Himachal Pradesh,8147,2487,5597,63
3964,11-09-2020,Himachal Pradesh,8466,2723,5677,66
3965,12-09-2020,Himachal Pradesh,8784,2874,5839,71
3966,13-09-2020,Himachal Pradesh,9229,3194,5962,73
3967,14-09-2020,Himachal Pradesh,9555,3364,6114,77
3968,15-09-2020,Himachal Pradesh,9923,3659,6182,82
3969,16-09-2020,Himachal Pradesh,10335,3801,6444,90
3970,17-09-2020,Himachal Pradesh,10795,4146,6558,91
3971,18-09-2020,Himachal Pradesh,11190,4146,6946,98
3972,19-09-2020,Himachal Pradesh,11622,4430,7081,111
3973,20-09-2020,Himachal Pradesh,11908,4308,7484,116
3974,21-09-2020,Himachal Pradesh,12129,4444,7565,120
