S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
2980,14-06-2020,Goa,523,453,70,0
2981,15-06-2020,Goa,564,490,74,0
2982,16-06-2020,Goa,592,507,85,0
2983,17-06-2020,Goa,629,544,85,0
2984,18-06-2020,Goa,656,560,96,0
2985,19-06-2020,Goa,705,596,109,0
2986,20-06-2020,Goa,725,607,118,0
2987,21-06-2020,Goa,754,625,129,0
2988,22-06-2020,Goa,754,625,129,0
2989,23-06-2020,Goa,864,711,152,1
2990,24-06-2020,Goa,909,703,205,1
2991,25-06-2020,Goa,951,660,289,2
2992,26-06-2020,Goa,995,658,335,2
2993,27-06-2020,Goa,1039,667,370,2
2994,28-06-2020,Goa,1128,706,420,2
2995,29-06-2020,Goa,1198,717,478,3
2996,30-06-2020,Goa,1198,717,478,3
2997,01-07-2020,Goa,1315,716,596,3
2998,02-07-2020,Goa,1387,713,670,4
2999,03-07-2020,Goa,1482,744,734,4
3000,04-07-2020,Goa,1482,744,734,4
3001,05-07-2020,Goa,1684,853,825,6
3002,06-07-2020,Goa,1761,818,936,7
3003,07-07-2020,Goa,1813,745,1061,7
3004,08-07-2020,Goa,1903,739,1156,8
3005,09-07-2020,Goa,2039,824,1207,8
3006,10-07-2020,Goa,2151,869,1273,9
3007,11-07-2020,Goa,2251,895,1347,9
3008,12-07-2020,Goa,2368,928,1428,12
3009,13-07-2020,Goa,2453,952,1487,14
3010,14-07-2020,Goa,2583,1026,1540,17
3011,15-07-2020,Goa,2753,1128,1607,18
3012,16-07-2020,Goa,2951,1259,1674,18
3013,17-07-2020,Goa,3108,1272,1817,19
3014,18-07-2020,Goa,3304,1337,1946,21
3015,19-07-2020,Goa,3484,1425,2038,21
3016,20-07-2020,Goa,3657,1417,2218,22
3017,21-07-2020,Goa,3853,1469,2361,23
3018,22-07-2020,Goa,4027,1552,2449,26
3019,23-07-2020,Goa,4176,1607,2541,28
3020,24-07-2020,Goa,4350,1666,2655,29
3021,25-07-2020,Goa,4540,1646,2865,29
3022,26-07-2020,Goa,4686,1606,3047,33
3023,27-07-2020,Goa,4861,1549,3277,35
3024,28-07-2020,Goa,5119,1673,3410,36
3025,29-07-2020,Goa,5287,1656,3595,36
3026,30-07-2020,Goa,5489,1666,3784,39
3027,31-07-2020,Goa,5704,1657,4005,42
3028,01-08-2020,Goa,5913,1657,4211,45
3029,02-08-2020,Goa,6193,1707,4438,48
3030,03-08-2020,Goa,6530,1809,4668,53
3031,04-08-2020,Goa,6816,1884,4876,56
3032,05-08-2020,Goa,7075,1901,5114,60
3033,06-08-2020,Goa,7423,2072,5287,64
3034,07-08-2020,Goa,7614,2095,5453,66
3035,08-08-2020,Goa,7947,2282,5595,70
3036,09-08-2020,Goa,8206,2332,5802,72
3037,10-08-2020,Goa,8712,2642,5995,75
3038,11-08-2020,Goa,9029,2741,6208,80
3039,12-08-2020,Goa,9444,2878,6480,86
3040,13-08-2020,Goa,9924,3194,6641,89
3041,14-08-2020,Goa,10494,3491,6912,91
3042,15-08-2020,Goa,10970,3720,7157,93
3043,16-08-2020,Goa,11339,3753,7488,98
3044,17-08-2020,Goa,11639,3760,7775,104
3045,18-08-2020,Goa,11994,3825,8058,111
3046,19-08-2020,Goa,12333,3861,8356,116
3047,20-08-2020,Goa,12675,3838,8713,124
3048,21-08-2020,Goa,13099,3910,9063,126
3049,22-08-2020,Goa,13484,3809,9540,135
3050,23-08-2020,Goa,13790,3631,10019,140
3051,24-08-2020,Goa,13999,3383,10472,144
3052,25-08-2020,Goa,14138,3081,10909,148
3053,26-08-2020,Goa,14530,3149,11224,157
3054,27-08-2020,Goa,15027,3351,11511,165
3055,28-08-2020,Goa,15483,3445,11867,171
3056,29-08-2020,Goa,16006,3535,12296,175
3057,30-08-2020,Goa,16553,3646,12729,178
3058,31-08-2020,Goa,17004,3635,13186,183
3059,01-09-2020,Goa,17418,3649,13577,192
3060,02-09-2020,Goa,18006,3962,13850,194
3061,03-09-2020,Goa,18642,4379,14059,204
3062,04-09-2020,Goa,19355,4782,14361,212
3063,05-09-2020,Goa,19863,4896,14747,220
3064,06-09-2020,Goa,20455,4945,15281,229
3065,07-09-2020,Goa,20829,4754,15839,236
3066,08-09-2020,Goa,21173,4501,16427,245
3067,09-09-2020,Goa,21630,4499,16875,256
3068,10-09-2020,Goa,22251,4833,17156,262
3069,11-09-2020,Goa,22890,5030,17592,268
3070,12-09-2020,Goa,23445,5104,18065,276
3071,13-09-2020,Goa,24185,5323,18576,286
3072,14-09-2020,Goa,24592,5173,19129,290
3073,15-09-2020,Goa,24898,4946,19648,304
3074,16-09-2020,Goa,25511,5102,20094,315
3075,17-09-2020,Goa,26139,5375,20445,319
3076,18-09-2020,Goa,26783,5612,20844,327
3077,19-09-2020,Goa,27379,5730,21314,335
3078,20-09-2020,Goa,28022,5920,21760,342
3079,21-09-2020,Goa,28429,5781,22297,351
3080,22-09-2020,Goa,28753,5667,22726,360
3081,23-09-2020,Goa,29343,5513,23462,368
3082,24-09-2020,Goa,29879,5646,23857,376
3083,25-09-2020,Goa,30552,5822,24347,383
3084,26-09-2020,Goa,31071,5614,25071,386
3085,27-09-2020,Goa,31574,5424,25759,391
3086,28-09-2020,Goa,31958,5097,26460,401
3087,29-09-2020,Goa,32396,4917,27072,407
3088,30-09-2020,Goa,32777,4577,27781,419
3089,01-10-2020,Goa,33418,4865,28125,428
3090,02-10-2020,Goa,33942,4977,28525,440
3091,03-10-2020,Goa,34455,5009,29004,442
3092,04-10-2020,Goa,34900,4923,29527,450
3093,05-10-2020,Goa,35328,4839,30033,456
3094,06-10-2020,Goa,35719,4803,30456,460
3095,07-10-2020,Goa,36238,4720,31050,468
3096,08-10-2020,Goa,36670,4749,31444,477
3097,09-10-2020,Goa,37102,4716,31902,484
3098,10-10-2020,Goa,37591,4783,32317,491
3099,11-10-2020,Goa,37934,4658,32777,499
3100,12-10-2020,Goa,38366,4656,33203,507
3101,13-10-2020,Goa,38674,4465,33698,511
3102,14-10-2020,Goa,39082,4316,34252,514
3103,15-10-2020,Goa,39438,4188,34731,519
3104,16-10-2020,Goa,39770,4084,35161,525
3105,17-10-2020,Goa,40091,3950,35610,531
3106,18-10-2020,Goa,40400,3827,36035,538
3107,19-10-2020,Goa,40587,3648,36395,544
3108,20-10-2020,Goa,40746,3283,36914,549
3109,21-10-2020,Goa,41031,3201,37275,555
3110,22-10-2020,Goa,41339,3099,37683,557
3111,23-10-2020,Goa,41586,2991,38031,564
3112,24-10-2020,Goa,41813,2824,38421,568
3113,25-10-2020,Goa,42031,2692,38769,570
3114,26-10-2020,Goa,42242,2576,39090,576
3115,27-10-2020,Goa,42532,2517,39433,582
3116,28-10-2020,Goa,42747,2384,39778,585
3117,29-10-2020,Goa,42968,2402,39974,592
3118,30-10-2020,Goa,43201,2436,40168,597
3119,31-10-2020,Goa,43416,2405,40409,602
3120,01-11-2020,Goa,43626,2344,40678,604
3121,02-11-2020,Goa,43768,2244,40915,609
3122,03-11-2020,Goa,43954,2215,41123,616
3123,04-11-2020,Goa,44189,2209,41362,618
3124,05-11-2020,Goa,44372,2135,41611,626
3125,06-11-2020,Goa,44544,2065,41849,630
3126,07-11-2020,Goa,44747,2058,42056,633
3127,08-11-2020,Goa,44916,2036,42239,641
3128,09-11-2020,Goa,45065,1976,42446,643
3129,10-11-2020,Goa,45209,1884,42678,647
3130,11-11-2020,Goa,45389,1861,42877,651
3131,12-11-2020,Goa,45498,1813,43029,656
3132,13-11-2020,Goa,45605,1728,43221,656
3133,14-11-2020,Goa,45761,1715,43388,658
3134,15-11-2020,Goa,45845,1653,43533,659
3135,16-11-2020,Goa,45903,1585,43656,662
3136,17-11-2020,Goa,46028,1424,43941,663
3137,18-11-2020,Goa,46182,1383,44132,667
3138,19-11-2020,Goa,46344,1364,44310,670
3139,20-11-2020,Goa,46480,1343,44467,670
3140,21-11-2020,Goa,46632,1295,44665,672
3141,22-11-2020,Goa,46748,1261,44812,675
3142,23-11-2020,Goa,46826,1170,44979,677
3143,24-11-2020,Goa,46901,1141,45083,677
3144,25-11-2020,Goa,47068,1221,45168,679
3145,26-11-2020,Goa,47193,1281,45229,683
3146,27-11-2020,Goa,47341,1316,45340,685
3147,28-11-2020,Goa,47491,1313,45492,686
3148,29-11-2020,Goa,47689,1348,45655,686
3149,30-11-2020,Goa,47804,1327,45790,687
3150,01-12-2020,Goa,47963,1335,45940,688
3151,02-12-2020,Goa,48124,1366,46068,690
3152,03-12-2020,Goa,48241,1416,46132,693
3153,04-12-2020,Goa,48365,1418,46251,696
3154,05-12-2020,Goa,48459,1388,46375,696
3155,06-12-2020,Goa,48574,1384,46493,697
3156,07-12-2020,Goa,48686,1364,46624,698
3157,08-12-2020,Goa,48776,1297,46778,701
3158,09-12-2020,Goa,48935,1310,46924,701
3159,10-12-2020,Goa,49036,1277,47056,703
3160,11-12-2020,Goa,49131,1213,47215,703
3161,12-12-2020,Goa,49235,1187,47345,703
3162,13-12-2020,Goa,49305,1111,47489,705
3163,14-12-2020,Goa,49362,1066,47590,706
3164,15-12-2020,Goa,49474,1030,47737,707
3165,17-12-2020,Goa,49657,979,47965,713
3166,18-12-2020,Goa,49745,975,48054,716
3167,19-12-2020,Goa,49849,961,48170,718
3168,20-12-2020,Goa,49976,978,48280,718
3169,21-12-2020,Goa,50064,972,48371,721
3170,22-12-2020,Goa,50143,941,48479,723
3171,23-12-2020,Goa,50239,947,48567,725
3172,24-12-2020,Goa,50364,1000,48637,727
3173,25-12-2020,Goa,50454,1001,48725,728
3174,26-12-2020,Goa,50534,980,48826,728
3175,27-12-2020,Goa,50595,951,48913,731
3176,28-12-2020,Goa,50667,944,48992,731
3177,29-12-2020,Goa,50772,955,49083,734
3178,30-12-2020,Goa,50884,950,49199,735
3179,31-12-2020,Goa,50981,931,49313,737
3180,03-01-2121,Goa,51230,921,49570,739
3181,04-01-2121,Goa,51295,901,49653,741
3182,05-01-2121,Goa,51335,851,49741,743
3183,06-01-2121,Goa,51415,860,49811,744
3184,07-01-2121,Goa,51507,870,49893,744
3185,08-01-2121,Goa,51626,899,49983,744
3186,09-01-2121,Goa,51709,877,50088,744
3187,10-01-2121,Goa,51790,867,50177,746
3188,11-01-2121,Goa,51856,832,50277,747
3189,12-01-2121,Goa,51891,799,50343,749
3190,20-03-2020,Gujarat,2,2,0,0
3191,21-03-2020,Gujarat,7,7,0,0
3192,22-03-2020,Gujarat,18,17,0,1
3193,23-03-2020,Gujarat,29,28,0,1
3194,24-03-2020,Gujarat,29,28,0,1
3195,25-03-2020,Gujarat,33,32,0,1
3196,26-03-2020,Gujarat,38,36,0,2
3197,27-03-2020,Gujarat,43,40,0,3
3198,28-03-2020,Gujarat,45,42,0,3
3199,29-03-2020,Gujarat,53,49,0,4
3200,30-03-2020,Gujarat,58,52,1,5
3201,31-03-2020,Gujarat,73,64,3,6
3202,01-04-2020,Gujarat,74,63,5,6
3203,02-04-2020,Gujarat,82,71,5,6
3204,03-04-2020,Gujarat,87,72,8,7
3205,04-04-2020,Gujarat,95,76,10,9
3206,05-04-2020,Gujarat,105,81,14,10
3207,06-04-2020,Gujarat,122,93,18,11
3208,07-04-2020,Gujarat,144,110,22,12
3209,08-04-2020,Gujarat,165,127,25,13
3210,09-04-2020,Gujarat,179,138,25,16
3211,10-04-2020,Gujarat,241,198,26,17
3212,11-04-2020,Gujarat,308,258,31,19
3213,12-04-2020,Gujarat,432,366,44,22
3214,13-04-2020,Gujarat,516,447,44,25
3215,14-04-2020,Gujarat,539,459,54,26
3216,15-04-2020,Gujarat,650,563,59,28
3217,16-04-2020,Gujarat,766,669,64,33
3218,17-04-2020,Gujarat,930,821,73,36
3219,18-04-2020,Gujarat,1099,972,86,41
3220,19-04-2020,Gujarat,1376,1230,93,53
3221,20-04-2020,Gujarat,1743,1575,105,63
3222,21-04-2020,Gujarat,1939,1737,131,71
3223,22-04-2020,Gujarat,2178,1949,139,90
3224,23-04-2020,Gujarat,2407,2125,179,103
3225,24-04-2020,Gujarat,2624,2254,258,112
3226,25-04-2020,Gujarat,2815,2423,265,127
3227,26-04-2020,Gujarat,3071,2656,282,133
3228,27-04-2020,Gujarat,3301,2837,313,151
3229,28-04-2020,Gujarat,3548,2992,394,162
3230,29-04-2020,Gujarat,3744,3129,434,181
3231,30-04-2020,Gujarat,4082,3358,527,197
3232,01-05-2020,Gujarat,4395,3568,613,214
3233,02-05-2020,Gujarat,4721,3750,735,236
3234,03-05-2020,Gujarat,5054,3896,896,262
3235,04-05-2020,Gujarat,5428,4096,1042,290
3236,05-05-2020,Gujarat,5804,4290,1195,319
3237,06-05-2020,Gujarat,6245,4496,1381,368
3238,07-05-2020,Gujarat,6625,4729,1500,396
3239,08-05-2020,Gujarat,7012,4878,1709,425
3240,09-05-2020,Gujarat,7402,5081,1872,449
3241,10-05-2020,Gujarat,7796,5233,2091,472
3242,11-05-2020,Gujarat,8194,5156,2545,493
3243,12-05-2020,Gujarat,8541,5248,2780,513
3244,13-05-2020,Gujarat,8903,5120,3246,537
3245,14-05-2020,Gujarat,9267,5139,3562,566
3246,15-05-2020,Gujarat,9591,5252,3753,586
3247,16-05-2020,Gujarat,9931,5290,4035,606
3248,17-05-2020,Gujarat,10988,6055,4308,625
3249,18-05-2020,Gujarat,11379,6221,4499,659
3250,19-05-2020,Gujarat,11745,6247,4804,694
3251,20-05-2020,Gujarat,12140,6378,5043,719
3252,21-05-2020,Gujarat,12537,6569,5219,749
3253,22-05-2020,Gujarat,12905,6644,5488,773
3254,23-05-2020,Gujarat,13268,6586,5880,802
3255,24-05-2020,Gujarat,13664,6666,6169,829
3256,25-05-2020,Gujarat,14056,6786,6412,858
3257,26-05-2020,Gujarat,14460,6936,6636,888
3258,27-05-2020,Gujarat,14821,6767,7139,915
3259,28-05-2020,Gujarat,15195,6708,7549,938
3260,29-05-2020,Gujarat,15562,6599,8003,960
3261,30-05-2020,Gujarat,15934,6343,8611,980
3262,31-05-2020,Gujarat,16343,6106,9230,1007
3263,01-06-2020,Gujarat,16779,5822,9919,1038
3264,02-06-2020,Gujarat,17200,5357,10780,1063
3265,03-06-2020,Gujarat,17617,4631,11894,1092
3266,04-06-2020,Gujarat,18100,4766,12212,1122
3267,05-06-2020,Gujarat,18584,4762,12667,1155
3268,06-06-2020,Gujarat,19094,4901,13003,1190
3269,07-06-2020,Gujarat,19592,5057,13316,1219
3270,08-06-2020,Gujarat,20070,5186,13635,1249
3271,09-06-2020,Gujarat,20545,5309,13956,1280
3272,10-06-2020,Gujarat,21014,5336,14365,1313
3273,11-06-2020,Gujarat,21521,5439,14735,1347
3274,12-06-2020,Gujarat,22032,5546,15101,1385
3275,13-06-2020,Gujarat,22527,5619,15493,1415
3276,14-06-2020,Gujarat,23038,5707,15883,1448
3277,15-06-2020,Gujarat,23544,5742,16325,1477
3278,16-06-2020,Gujarat,24055,5886,16664,1505
3279,17-06-2020,Gujarat,24577,5962,17082,1533
3280,18-06-2020,Gujarat,25093,6103,17430,1560
3281,19-06-2020,Gujarat,25601,6191,17819,1591
3282,20-06-2020,Gujarat,26141,6364,18159,1618
3283,21-06-2020,Gujarat,26680,6348,18694,1638
3284,22-06-2020,Gujarat,27260,6248,19349,1663
3285,23-06-2020,Gujarat,27825,6232,19909,1684
3286,24-06-2020,Gujarat,28371,6148,20513,1710
3287,25-06-2020,Gujarat,28943,6120,21088,1735
3288,26-06-2020,Gujarat,29520,6269,21498,1753
3289,27-06-2020,Gujarat,30095,6294,22030,1771
3290,28-06-2020,Gujarat,30709,6511,22409,1789
3291,29-06-2020,Gujarat,31320,6712,22800,1808
3292,30-06-2020,Gujarat,31938,6871,23240,1827
3293,01-07-2020,Gujarat,32557,7049,23662,1846
3294,02-07-2020,Gujarat,33232,7335,24030,1867
3295,03-07-2020,Gujarat,33913,7434,24593,1886
3296,04-07-2020,Gujarat,34600,7763,24933,1904
3297,05-07-2020,Gujarat,35312,7981,25406,1925
3298,06-07-2020,Gujarat,36037,8202,25892,1943
3299,07-07-2020,Gujarat,36772,8497,26315,1960
3300,08-07-2020,Gujarat,37550,8853,26720,1977
3301,09-07-2020,Gujarat,38333,9051,27289,1993
3302,10-07-2020,Gujarat,39194,9468,27718,2008
3303,11-07-2020,Gujarat,40069,9900,28147,2022
3304,12-07-2020,Gujarat,40941,10260,28649,2032
3305,13-07-2020,Gujarat,41820,10613,29162,2045
3306,14-07-2020,Gujarat,42722,10897,29770,2055
3307,15-07-2020,Gujarat,43637,11065,30503,2069
3308,16-07-2020,Gujarat,44552,11187,31286,2079
3309,17-07-2020,Gujarat,45481,11289,32103,2089
3310,18-07-2020,Gujarat,46430,11351,32973,2106
3311,19-07-2020,Gujarat,47390,11233,34035,2122
3312,20-07-2020,Gujarat,48355,11312,34901,2142
3313,21-07-2020,Gujarat,49353,11513,35678,2162
3314,22-07-2020,Gujarat,50379,11760,36423,2196
3315,23-07-2020,Gujarat,51399,11915,37260,2224
3316,24-07-2020,Gujarat,52477,12247,37978,2252
3317,25-07-2020,Gujarat,53545,12418,38849,2278
3318,26-07-2020,Gujarat,54626,12695,39631,2300
3319,27-07-2020,Gujarat,55822,13131,40365,2326
3320,28-07-2020,Gujarat,56874,13146,41380,2348
3321,29-07-2020,Gujarat,57982,13198,42412,2372
3322,30-07-2020,Gujarat,59126,13535,43195,2396
3323,31-07-2020,Gujarat,60285,13793,44074,2418
3324,01-08-2020,Gujarat,61438,14090,44907,2441
3325,02-08-2020,Gujarat,62463,14300,45699,2464
3326,03-08-2020,Gujarat,63562,14572,46504,2486
3327,04-08-2020,Gujarat,64585,14599,47478,2508
3328,05-08-2020,Gujarat,65599,14690,48376,2533
3329,06-08-2020,Gujarat,66669,14680,49433,2556
3330,07-08-2020,Gujarat,67699,14766,50350,2583
3331,08-08-2020,Gujarat,68768,14443,51720,2605
3332,09-08-2020,Gujarat,69869,14386,52855,2628
3333,10-08-2020,Gujarat,70965,14147,54166,2652
3334,11-08-2020,Gujarat,72031,14055,55304,2672
3335,12-08-2020,Gujarat,73163,14024,56444,2695
3336,13-08-2020,Gujarat,74318,14184,57421,2713
3337,14-08-2020,Gujarat,75408,14210,58467,2731
3338,15-08-2020,Gujarat,76480,14196,59538,2746
3339,16-08-2020,Gujarat,77559,14241,60553,2765
3340,17-08-2020,Gujarat,78680,14383,61512,2785
3341,18-08-2020,Gujarat,79710,14315,62595,2800
3342,19-08-2020,Gujarat,80802,14279,63703,2820
3343,20-08-2020,Gujarat,81942,14282,64823,2837
3344,21-08-2020,Gujarat,83107,14308,65946,2853
3345,22-08-2020,Gujarat,84311,14177,67267,2867
3346,23-08-2020,Gujarat,85523,14399,68243,2881
3347,24-08-2020,Gujarat,86624,14517,69212,2895
3348,25-08-2020,Gujarat,87691,14552,70231,2908
3349,26-08-2020,Gujarat,88805,14641,71236,2928
3350,27-08-2020,Gujarat,89994,14767,72282,2945
3351,28-08-2020,Gujarat,91179,14742,73475,2962
3352,29-08-2020,Gujarat,92452,14951,74525,2976
3353,30-08-2020,Gujarat,93734,15109,75636,2989
3354,31-08-2020,Gujarat,95009,15272,76731,3006
3355,01-09-2020,Gujarat,96300,15524,77756,3020
3356,02-09-2020,Gujarat,97629,15708,78887,3034
3357,03-09-2020,Gujarat,98888,15913,79929,3046
3358,04-09-2020,Gujarat,100213,16096,81055,3062
3359,05-09-2020,Gujarat,101533,16184,82273,3076
3360,06-09-2020,Gujarat,102844,16334,83419,3091
3361,07-09-2020,Gujarat,104179,16443,84631,3105
3362,08-09-2020,Gujarat,105509,16482,85907,3120
3363,09-09-2020,Gujarat,106804,16319,87352,3133
3364,10-09-2020,Gujarat,108133,16296,88688,3149
3365,11-09-2020,Gujarat,109465,16198,90103,3164
3366,12-09-2020,Gujarat,110809,16286,91343,3180
3367,13-09-2020,Gujarat,112174,16301,92678,3195
3368,14-09-2020,Gujarat,113500,16407,93883,3210
3369,15-09-2020,Gujarat,114834,16469,95138,3227
3370,16-09-2020,Gujarat,116183,16357,96582,3244
3371,17-09-2020,Gujarat,117547,16262,98029,3256
3372,18-09-2020,Gujarat,118926,15975,99681,3270
3373,19-09-2020,Gujarat,120336,16076,100974,3286
3374,20-09-2020,Gujarat,121768,16022,102444,3302
3375,21-09-2020,Gujarat,123175,16208,103648,3319
3376,22-09-2020,Gujarat,124605,16305,104964,3336
3377,23-09-2020,Gujarat,126007,16370,106285,3352
3378,24-09-2020,Gujarat,127379,16438,107574,3367
3379,25-09-2020,Gujarat,128787,16327,109079,3381
3380,26-09-2020,Gujarat,130229,16478,110358,3393
3381,27-09-2020,Gujarat,131646,16463,111777,3406
3382,28-09-2020,Gujarat,133057,16633,113008,3416
3383,29-09-2020,Gujarat,134461,16689,114344,3428
3384,30-09-2020,Gujarat,135842,16676,115727,3439
3385,01-10-2020,Gujarat,137232,16683,117099,3450
3386,02-10-2020,Gujarat,138583,16690,118433,3460
3387,03-10-2020,Gujarat,139893,16735,119683,3475
3388,04-10-2020,Gujarat,141236,16762,120987,3487
3389,05-10-2020,Gujarat,142538,16809,122233,3496
3390,06-10-2020,Gujarat,143865,16718,123638,3509
3391,07-10-2020,Gujarat,145200,16570,125111,3519
3392,08-10-2020,Gujarat,146673,16485,126657,3531
3393,09-10-2020,Gujarat,147789,16465,127786,3538
3394,10-10-2020,Gujarat,149032,16181,129304,3547
3395,11-10-2020,Gujarat,150253,15936,130760,3557
3396,12-10-2020,Gujarat,151434,15695,132173,3566
3397,13-10-2020,Gujarat,152603,15414,133615,3574
3398,14-10-2020,Gujarat,153761,15187,134990,3584
3399,15-10-2020,Gujarat,154936,14937,136404,3595
3400,16-10-2020,Gujarat,156121,14782,137733,3606
3401,17-10-2020,Gujarat,157312,14683,139012,3617
3402,18-10-2020,Gujarat,158473,14565,140282,3626
3403,19-10-2020,Gujarat,159564,14414,141515,3635
3404,20-10-2020,Gujarat,160560,14255,142662,3643
3405,21-10-2020,Gujarat,161686,14245,143790,3651
3406,22-10-2020,Gujarat,162823,14193,144970,3660
3407,23-10-2020,Gujarat,163959,14121,146171,3667
3408,24-10-2020,Gujarat,165071,13963,147435,3673
3409,25-10-2020,Gujarat,166092,13965,148448,3679
3410,26-10-2020,Gujarat,167011,13914,149411,3686
3411,27-10-2020,Gujarat,167919,13716,150513,3690
3412,28-10-2020,Gujarat,168911,13465,151751,3695
3413,29-10-2020,Gujarat,169891,13332,152858,3701
3414,30-10-2020,Gujarat,170878,13232,153941,3705
3415,31-10-2020,Gujarat,171847,13168,154968,3711
3416,01-11-2020,Gujarat,172782,13084,155982,3716
3417,02-11-2020,Gujarat,173642,12811,157110,3721
3418,03-11-2020,Gujarat,174517,12678,158114,3725
3419,04-11-2020,Gujarat,175471,12429,159311,3731
3420,05-11-2020,Gujarat,176446,12376,160333,3737
3421,06-11-2020,Gujarat,177436,12304,161388,3744
3422,07-11-2020,Gujarat,178471,12014,162709,3748
3423,08-11-2020,Gujarat,179517,12124,163640,3753
3424,09-11-2020,Gujarat,180537,12318,164459,3760
3425,10-11-2020,Gujarat,181508,12291,165452,3765
3426,11-11-2020,Gujarat,182557,12456,166331,3770
3427,12-11-2020,Gujarat,183682,12223,167683,3776
3428,13-11-2020,Gujarat,184964,12321,168858,3785
3429,14-11-2020,Gujarat,186116,12389,169936,3791
3430,15-11-2020,Gujarat,187240,12512,170931,3797
3431,16-11-2020,Gujarat,188310,12575,171932,3803
3432,17-11-2020,Gujarat,189236,12456,172972,3808
3433,18-11-2020,Gujarat,190361,12458,174088,3815
3434,19-11-2020,Gujarat,191642,12457,175362,3823
3435,20-11-2020,Gujarat,192982,12677,176475,3830
3436,21-11-2020,Gujarat,194402,13050,177515,3837
3437,22-11-2020,Gujarat,195917,13285,178786,3846
3438,23-11-2020,Gujarat,197412,13600,179953,3859
3439,24-11-2020,Gujarat,198899,13836,181187,3876
3440,25-11-2020,Gujarat,200409,14044,182473,3892
3441,26-11-2020,Gujarat,201949,14287,183756,3906
3442,27-11-2020,Gujarat,203509,14529,185058,3922
3443,28-11-2020,Gujarat,205116,14732,186446,3938
3444,29-11-2020,Gujarat,206714,14792,187969,3953
3445,30-11-2020,Gujarat,208278,14889,189420,3969
3446,01-12-2020,Gujarat,209780,14970,190821,3989
3447,02-12-2020,Gujarat,211257,14885,192368,4004
3448,03-12-2020,Gujarat,212769,14813,193938,4018
3449,04-12-2020,Gujarat,214309,14913,195365,4031
3450,05-12-2020,Gujarat,215819,14778,196992,4049
3451,06-12-2020,Gujarat,217333,14742,198527,4064
3452,07-12-2020,Gujarat,218788,14695,200012,4081
3453,08-12-2020,Gujarat,220168,14493,201580,4095
3454,09-12-2020,Gujarat,221493,14272,203111,4110
3455,10-12-2020,Gujarat,222811,14027,204661,4123
3456,11-12-2020,Gujarat,224081,13820,206126,4135
3457,12-12-2020,Gujarat,225304,13627,207529,4148
3458,13-12-2020,Gujarat,226508,13481,208867,4160
3459,14-12-2020,Gujarat,227683,13298,210214,4171
3460,15-12-2020,Gujarat,228803,13018,211603,4182
3461,17-12-2020,Gujarat,231073,12647,214223,4203
3462,18-12-2020,Gujarat,232188,12449,215528,4211
3463,19-12-2020,Gujarat,233263,12360,216683,4220
3464,20-12-2020,Gujarat,234289,12127,217935,4227
3465,21-12-2020,Gujarat,235299,11940,219125,4234
3466,22-12-2020,Gujarat,236259,11625,220393,4241
3467,23-12-2020,Gujarat,237247,11397,221602,4248
3468,24-12-2020,Gujarat,238205,11040,222911,4254
3469,25-12-2020,Gujarat,239195,10841,224092,4262
3470,26-12-2020,Gujarat,240105,10631,225206,4268
3471,27-12-2020,Gujarat,240995,10512,226208,4275
3472,28-12-2020,Gujarat,241845,10435,227128,4282
3473,29-12-2020,Gujarat,242655,10223,228144,4288
3474,30-12-2020,Gujarat,243459,10021,229143,4295
3475,31-12-2020,Gujarat,244258,9979,229977,4302
3476,03-01-2121,Gujarat,246513,9477,232722,4314
3477,04-01-2121,Gujarat,247228,9250,233660,4318
3478,05-01-2121,Gujarat,247926,9047,234558,4321
3479,06-01-2121,Gujarat,248581,8830,235426,4325
3480,07-01-2121,Gujarat,249246,8594,236323,4329
3481,08-01-2121,Gujarat,249913,8359,237222,4332
3482,09-01-2121,Gujarat,250598,8149,238114,4335
3483,10-01-2121,Gujarat,251273,7968,238965,4340
3484,11-01-2121,Gujarat,251944,7829,239771,4344
3485,12-01-2121,Gujarat,252559,7695,240517,4347
3486,12-03-2020,Haryana,14,14,0,0
3487,13-03-2020,Haryana,14,14,0,0
3488,14-03-2020,Haryana,14,14,0,0
3489,15-03-2020,Haryana,14,14,0,0
3490,16-03-2020,Haryana,14,14,0,0
3491,17-03-2020,Haryana,15,15,0,0
3492,18-03-2020,Haryana,16,16,0,0
3493,19-03-2020,Haryana,17,17,0,0
3494,20-03-2020,Haryana,17,17,0,0
3495,21-03-2020,Haryana,17,17,0,0
3496,22-03-2020,Haryana,21,21,0,0
3497,23-03-2020,Haryana,26,26,0,0
3498,24-03-2020,Haryana,26,15,11,0
3499,25-03-2020,Haryana,28,17,11,0
3500,26-03-2020,Haryana,30,19,11,0
3501,27-03-2020,Haryana,30,19,11,0
3502,28-03-2020,Haryana,33,21,12,0
3503,29-03-2020,Haryana,33,21,12,0
3504,30-03-2020,Haryana,33,16,17,0
3505,31-03-2020,Haryana,40,19,21,0
3506,01-04-2020,Haryana,43,22,21,0
3507,02-04-2020,Haryana,43,22,21,0
3508,03-04-2020,Haryana,43,22,21,0
3509,04-04-2020,Haryana,49,25,24,0
3510,05-04-2020,Haryana,49,25,24,0
3511,06-04-2020,Haryana,84,58,25,1
3512,07-04-2020,Haryana,90,64,25,1
3513,08-04-2020,Haryana,147,116,28,3
3514,09-04-2020,Haryana,147,116,28,3
